Date,Store_ID,Store,Market,Country_ID,Brand,Channel,Home_Delivery_Channel,Digital_Channel,Sales,Sales_LY,Sales_Variance,Transactions,Transactions_LY,Transactions_Variance,Average_Check,Average_Check_LY,Average_Check_Variance,Budget,Budget_LY,Budget_Variance,Budget_Transactions,Budget_Transactions_LY,Budget_Transactions_Variance,Budget_Average_Check,Budget_Average_Check_LY,Budget_Average_Check_Variance
2024-12-16,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,2645.31,1632.24,1013.07,254,177,77,10.41,9.22,1.19,848.6,440.34,408.26,92,53,39,9.22,8.31,0.92
2024-04-28,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,3574.33,694.23,2880.1,344,78,266,10.39,8.9,1.49,875.92,517.6,358.32,92,65,27,9.52,7.96,1.56
2024-10-01,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1556.26,1532.65,23.62,156,166,-10,9.98,9.23,0.74,911.41,405.65,505.76,92,50,42,9.91,8.11,1.79
2025-08-16,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,730.66,,,71,,,10.29,,,953.3,423.65,529.66,79,46,33,12.07,9.21,2.86
2025-10-20,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1315.0,,,137,,,9.6,,,594.16,428.54,165.62,57,50,7,10.42,8.57,1.85
2025-09-20,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1632.0,,,132,,,12.36,,,929.98,455.34,474.64,79,49,30,11.77,9.29,2.48
2025-10-24,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1746.17,,,180,,,9.7,,,922.61,375.71,546.89,82,42,40,11.25,8.95,2.31
2025-10-16,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,819.41,,,116,,,7.06,,,712.97,366.13,346.84,67,43,24,10.64,8.51,2.13
2025-09-10,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,883.14,,,96,,,9.2,,,612.71,326.23,286.48,58,37,21,10.56,8.82,1.75
2025-08-19,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,590.66,,,63,,,9.38,,,619.32,304.93,314.39,58,34,24,10.68,8.97,1.71
2025-08-02,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,569.35,,,65,,,8.76,,,1000.41,445.28,555.13,84,47,37,11.91,9.47,2.44
2025-07-29,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,432.7,,,45,,,9.62,,,661.55,11.52,650.03,61,1,60,10.85,11.52,-0.68
2025-10-28,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1157.7,,,129,,,8.97,,,702.73,393.55,309.18,67,41,26,10.49,9.6,0.89
2025-08-08,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,373.05,,,39,,,9.57,,,874.28,360.41,513.86,76,39,37,11.5,9.24,2.26
2025-07-26,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,665.89,,,77,,,8.65,,,957.36,14.93,942.43,79,2,77,12.12,7.47,4.65
2025-09-12,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1080.99,,,123,,,8.79,,,848.36,382.86,465.51,74,40,34,11.46,9.57,1.89
2025-08-03,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,612.16,,,63,,,9.72,,,823.85,450.75,373.09,73,50,23,11.29,9.02,2.27
2025-07-21,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,440.87,,,53,,,8.32,,,562.1,13.89,548.2,52,2,50,10.81,6.95,3.86
2025-07-16,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,629.22,,,55,,,11.44,,,651.55,11.28,640.27,60,1,59,10.86,11.28,-0.42
2025-07-22,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,437.95,,,39,,,11.23,,,622.08,10.76,611.32,58,1,57,10.73,10.76,-0.03
2025-10-08,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1506.13,,,160,,,9.41,,,688.28,342.89,345.39,67,39,28,10.27,8.79,1.48
2025-09-21,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1434.8,,,126,,,11.39,,,750.11,492.79,257.32,67,55,12,11.2,8.96,2.24
2025-08-06,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,502.28,,,55,,,9.13,,,648.66,322.94,325.73,61,36,25,10.63,8.97,1.66
2025-07-01,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,597.26,,,71,,,8.41,,,661.55,12.18,649.38,62,1,61,10.67,12.18,-1.51
2025-08-26,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1026.77,,,106,,,9.69,,,619.32,301.89,317.43,58,34,24,10.68,8.88,1.8
2025-09-23,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,975.02,,,92,,,10.6,,,589.37,318.26,271.11,57,35,22,10.34,9.09,1.25
2025-08-24,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,982.12,,,104,,,9.44,,,782.98,424.34,358.65,68,48,20,11.51,8.84,2.67
2025-09-29,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,880.11,,,109,,,8.07,,,562.55,429.71,132.84,54,50,4,10.42,8.59,1.82
2025-08-10,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,790.0,,,63,,,12.54,,,782.98,432.55,350.44,69,48,21,11.35,9.01,2.34
2025-09-07,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1232.99,,,107,,,11.52,,,750.11,494.51,255.6,66,55,11,11.37,8.99,2.37
2025-07-05,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,666.52,,,73,,,9.13,,,957.36,15.84,941.52,80,2,78,11.97,7.92,4.05
2025-10-05,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1452.93,,,144,,,10.09,,,795.62,517.26,278.35,73,58,15,10.9,8.92,1.98
2025-08-07,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,543.16,,,53,,,10.25,,,669.48,343.28,326.2,62,39,23,10.8,8.8,2.0
2025-08-22,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,660.64,,,66,,,10.01,,,874.28,353.66,520.62,75,39,36,11.66,9.07,2.59
2025-08-20,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,532.44,,,56,,,9.51,,,648.66,319.4,329.27,60,36,24,10.81,8.87,1.94
2025-09-09,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,992.86,,,108,,,9.19,,,589.37,316.96,272.42,56,35,21,10.52,9.06,1.47
2025-07-06,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,879.82,,,86,,,10.23,,,786.38,15.86,770.52,69,2,67,11.4,7.93,3.46
2025-07-04,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,774.71,,,92,,,8.42,,,920.41,13.64,906.77,79,1,78,11.65,13.64,-1.99
2025-09-28,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1653.66,,,132,,,12.53,,,791.87,508.23,283.64,70,57,13,11.31,8.92,2.4
2025-08-01,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,754.19,,,80,,,9.43,,,918.09,373.96,544.13,79,40,39,11.62,9.35,2.27
2025-08-29,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1066.95,,,117,,,9.12,,,918.87,367.13,551.74,79,40,39,11.63,9.18,2.45
2025-08-31,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1434.25,,,118,,,12.15,,,818.17,503.95,314.21,72,53,19,11.36,9.51,1.85
2025-07-13,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,573.83,,,65,,,8.83,,,786.38,16.0,770.38,69,2,67,11.4,8.0,3.4
2025-07-12,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,788.17,,,85,,,9.27,,,957.36,15.93,941.43,80,2,78,11.97,7.96,4.0
2025-10-26,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1908.46,,,168,,,11.36,,,795.62,499.65,295.97,72,58,14,11.05,8.61,2.44
2025-10-23,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1235.89,,,138,,,8.96,,,712.97,357.78,355.19,67,43,24,10.64,8.32,2.32
2025-09-17,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,962.36,,,104,,,9.25,,,612.71,353.8,258.91,59,40,19,10.38,8.84,1.54
2025-10-07,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1217.43,,,143,,,8.51,,,663.14,337.11,326.02,65,37,28,10.2,9.11,1.09
2025-09-22,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,930.07,,,116,,,8.02,,,518.36,420.79,97.57,50,48,2,10.37,8.77,1.6
2025-09-14,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1284.31,,,116,,,11.07,,,750.11,496.16,253.95,66,55,11,11.37,9.02,2.34
2025-07-25,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,521.18,,,52,,,10.02,,,876.49,12.37,864.12,75,1,74,11.69,12.37,-0.68
2025-09-27,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1194.5,,,121,,,9.87,,,978.37,465.27,513.1,83,51,32,11.79,9.12,2.66
2025-08-09,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,784.8,,,73,,,10.75,,,953.3,426.03,527.28,80,46,34,11.92,9.26,2.65
2025-08-15,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,362.82,,,46,,,7.89,,,874.28,350.4,523.88,76,39,37,11.5,8.98,2.52
2025-09-25,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,752.24,,,95,,,7.92,,,638.55,345.55,293.0,60,41,19,10.64,8.43,2.21
2025-08-18,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,778.28,,,83,,,9.38,,,559.61,392.39,167.22,52,45,7,10.76,8.72,2.04
2025-08-05,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Take Out,Aggregators,Others,617.23,,,73,,,8.46,,,619.32,307.06,312.26,59,34,25,10.5,9.03,1.47
2025-07-06,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,789.22,,,50,,,15.78,,,712.66,13.05,699.6,63,1,62,11.31,13.05,-1.74
2025-07-20,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,445.79,,,35,,,12.74,,,712.66,12.5,700.15,62,1,61,11.49,12.5,-1.01
2025-07-27,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,632.43,,,42,,,15.06,,,749.84,12.79,737.05,65,1,64,11.54,12.79,-1.25
2025-07-10,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,280.06,,,25,,,11.2,,,609.39,10.39,599.0,56,1,55,10.88,10.39,0.49
2025-07-26,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,504.56,,,35,,,14.42,,,867.6,12.29,855.32,72,1,71,12.05,12.29,-0.24
2025-07-05,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,559.32,,,39,,,14.34,,,867.6,13.03,854.57,73,1,72,11.88,13.03,-1.15
2025-07-25,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,624.98,,,54,,,11.57,,,794.32,10.18,784.14,68,1,67,11.68,10.18,1.5
2025-07-23,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,143.41,,,9,,,15.93,,,590.47,9.28,581.19,54,1,53,10.93,9.28,1.66
2025-07-04,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,487.83,,,36,,,13.55,,,834.12,11.23,822.89,72,1,71,11.59,11.23,0.36
2025-07-13,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,445.37,,,44,,,10.12,,,712.66,13.17,699.49,63,1,62,11.31,13.17,-1.86
2025-07-15,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,388.32,,,31,,,12.53,,,563.76,8.78,554.98,53,1,52,10.64,8.78,1.86
2025-07-28,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,462.59,,,38,,,12.17,,,549.43,11.59,537.84,50,1,49,10.99,11.59,-0.6
2025-07-31,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,360.07,,,35,,,10.29,,,638.06,10.59,627.46,57,1,56,11.19,10.59,0.6
2025-07-21,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,403.34,,,35,,,11.52,,,509.4,11.43,497.97,47,1,46,10.84,11.43,-0.59
2025-10-29,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,451.14,,,43,,,10.49,,,660.07,385.87,274.2,63,41,22,10.48,9.41,1.07
2025-09-28,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,937.56,,,64,,,14.65,,,717.63,508.23,209.4,64,57,7,11.21,8.92,2.3
2025-09-26,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,782.52,,,68,,,11.51,,,768.83,374.81,394.02,68,40,28,11.31,9.37,1.94
2025-09-18,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,514.41,,,40,,,12.86,,,578.68,353.52,225.16,54,41,13,10.72,8.62,2.09
2025-08-06,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,423.64,,,34,,,12.46,,,587.85,322.94,264.92,56,36,20,10.5,8.97,1.53
2025-10-28,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,633.28,,,48,,,13.19,,,636.85,393.55,243.3,61,41,20,10.44,9.6,0.84
2025-09-20,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,759.74,,,67,,,11.34,,,842.79,455.34,387.46,72,49,23,11.71,9.29,2.41
2025-09-12,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,720.93,,,62,,,11.63,,,768.83,382.86,385.97,67,40,27,11.48,9.57,1.9
2025-08-03,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,246.2,,,20,,,12.31,,,746.61,450.75,295.86,66,50,16,11.31,9.02,2.3
2025-09-07,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,407.36,,,38,,,10.72,,,679.79,494.51,185.28,60,55,5,11.33,8.99,2.34
2025-09-15,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,427.69,,,46,,,9.3,,,469.76,422.85,46.91,44,48,-4,10.68,8.81,1.87
2025-08-02,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,383.59,,,40,,,9.59,,,906.62,445.28,461.35,76,47,29,11.93,9.47,2.46
2025-08-30,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,595.23,,,47,,,12.66,,,911.8,439.62,472.19,76,47,29,12.0,9.35,2.64
2025-10-10,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,540.63,,,36,,,15.02,,,836.11,393.37,442.75,75,42,33,11.15,9.37,1.78
2025-10-12,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1042.53,,,52,,,20.05,,,721.03,521.15,199.88,66,58,8,10.92,8.99,1.94
2025-08-26,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,442.63,,,33,,,13.41,,,561.26,301.89,259.37,52,34,18,10.79,8.88,1.91
2025-09-23,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,523.36,,,42,,,12.46,,,534.12,318.26,215.86,51,35,16,10.47,9.09,1.38
2025-09-01,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,438.03,,,38,,,11.53,,,509.81,439.33,70.48,48,50,-2,10.62,8.79,1.83
2025-10-05,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,640.26,,,44,,,14.55,,,721.03,517.26,203.76,66,58,8,10.92,8.92,2.01
2025-08-22,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,149.99,,,21,,,7.14,,,792.32,353.66,438.66,68,39,29,11.65,9.07,2.58
2025-08-31,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,814.03,,,53,,,15.36,,,741.46,503.95,237.51,65,53,12,11.41,9.51,1.9
2025-09-19,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,723.58,,,68,,,10.64,,,768.83,378.9,389.93,68,40,28,11.31,9.47,1.83
2025-10-26,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,904.09,,,63,,,14.35,,,721.03,499.65,221.38,65,58,7,11.09,8.61,2.48
2025-09-25,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,415.19,,,37,,,11.22,,,578.68,345.55,233.13,54,41,13,10.72,8.43,2.29
2025-10-23,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,198.56,,,17,,,11.68,,,646.13,357.78,288.35,61,43,18,10.59,8.32,2.27
2025-09-11,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,565.47,,,50,,,11.31,,,578.68,357.32,221.37,53,41,12,10.92,8.72,2.2
2025-10-09,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,479.49,,,47,,,10.2,,,646.13,374.51,271.61,62,43,19,10.42,8.71,1.71
2025-09-17,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,397.54,,,42,,,9.47,,,555.26,353.8,201.46,53,40,13,10.48,8.84,1.63
2025-08-10,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,472.22,,,38,,,12.43,,,709.58,432.55,277.03,63,48,15,11.26,9.01,2.25
2025-09-14,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,676.44,,,56,,,12.08,,,679.79,496.16,183.63,60,55,5,11.33,9.02,2.31
2025-10-20,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,335.63,,,33,,,10.17,,,538.45,428.54,109.92,52,50,2,10.35,8.57,1.78
2025-08-24,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,494.59,,,37,,,13.37,,,709.58,424.34,285.24,62,48,14,11.44,8.84,2.6
2025-08-09,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,276.45,,,27,,,10.24,,,863.93,426.03,437.9,73,46,27,11.83,9.26,2.57
2025-08-15,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,553.38,,,41,,,13.5,,,792.32,350.4,441.91,69,39,30,11.48,8.98,2.5
2025-08-07,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,157.7,,,16,,,9.86,,,606.71,343.28,263.43,56,39,17,10.83,8.8,2.03
2025-08-05,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,277.63,,,26,,,10.68,,,561.26,307.06,254.2,53,34,19,10.59,9.03,1.56
2025-09-02,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Take Out,Aggregators,Others,550.7,,,52,,,10.59,,,570.34,343.68,226.66,53,38,15,10.76,9.04,1.72
2023-10-01,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,521.12,,,44,,,11.84,,,405.65,555.4,-149.75,50,71,-21,8.11,7.82,0.29
2023-11-12,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,595.14,,,68,,,8.75,,,338.95,1713.59,-1374.64,41,198,-157,8.27,8.65,-0.39
2023-11-13,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,335.06,,,33,,,10.15,,,267.55,1255.1,-987.56,36,157,-121,7.43,7.99,-0.56
2023-10-02,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,270.22,,,27,,,10.01,,,317.17,448.95,-131.78,43,60,-17,7.38,7.48,-0.11
2023-11-17,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,575.51,,,58,,,9.92,,,414.46,1109.18,-694.72,48,137,-89,8.63,8.1,0.54
2023-11-05,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,666.74,,,60,,,11.11,,,349.14,1589.44,-1240.29,42,193,-151,8.31,8.24,0.08
2023-11-06,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,400.35,,,45,,,8.9,,,267.22,1273.62,-1006.4,36,162,-126,7.42,7.86,-0.44
2023-10-06,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,355.8,,,26,,,13.68,,,479.11,399.95,79.16,56,52,4,8.56,7.69,0.86
2023-11-02,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,368.98,,,37,,,9.97,,,350.91,1114.35,-763.44,44,139,-95,7.98,8.02,-0.04
2023-10-19,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,258.03,,,25,,,10.32,,,356.6,356.66,-0.06,46,46,0,7.75,7.75,0.0
2023-12-24,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,825.44,,,69,,,11.96,,,406.58,2068.34,-1661.75,48,210,-162,8.47,9.85,-1.38
2023-12-26,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,805.16,,,73,,,11.03,,,605.28,1464.2,-858.92,61,179,-118,9.92,8.18,1.74
2023-11-26,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,730.43,,,68,,,10.74,,,372.19,1661.58,-1289.39,45,198,-153,8.27,8.39,-0.12
2023-12-22,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,693.03,,,67,,,10.34,,,471.62,1221.62,-750.0,54,153,-99,8.73,7.98,0.75
2023-10-15,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,488.84,,,35,,,13.97,,,373.99,531.45,-157.46,47,67,-20,7.96,7.93,0.03
2023-10-23,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,568.06,,,39,,,14.57,,,286.1,460.11,-174.01,39,60,-21,7.34,7.67,-0.33
2023-10-25,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,425.35,,,35,,,12.15,,,335.35,364.01,-28.66,44,47,-3,7.62,7.74,-0.12
2023-10-04,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,420.37,,,38,,,11.06,,,338.31,346.04,-7.73,45,46,-1,7.52,7.52,-0.0
2023-12-09,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,516.52,,,47,,,10.99,,,442.02,1408.39,-966.37,54,171,-117,8.19,8.24,-0.05
2023-10-30,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,511.78,,,48,,,10.66,,,348.65,530.9,-182.25,46,66,-20,7.58,8.04,-0.46
2023-10-11,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,322.34,,,27,,,11.94,,,333.32,336.51,-3.19,44,45,-1,7.58,7.48,0.1
2023-12-16,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,476.29,,,46,,,10.35,,,440.34,1373.26,-932.92,53,169,-116,8.31,8.13,0.18
2023-12-10,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,510.74,,,41,,,12.46,,,388.95,1583.45,-1194.5,49,190,-141,7.94,8.33,-0.4
2024-01-01,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,1003.68,,,79,,,12.7,,,420.64,392.23,28.41,35,43,-8,12.02,9.12,2.9
2023-11-19,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,626.38,,,58,,,10.8,,,334.39,1586.17,-1251.78,41,190,-149,8.16,8.35,-0.19
2023-12-21,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Take Out,Aggregators,Others,445.85,,,48,,,9.29,,,393.7,1381.7,-988.01,47,174,-127,8.38,7.94,0.44
